,name,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Kareem Abdul-Jabbar,1969-70,22.0,MIL,NBA,C,82.0,,43.1,11.4,22.1,0.518,,,,11.4,22.1,0.518,0.518,5.9,9.1,0.653,,,14.5,4.1,,,,3.5,28.8
1,Kareem Abdul-Jabbar,1970-71,23.0,MIL,NBA,C,82.0,,40.1,13.0,22.5,0.5770000000000001,,,,13.0,22.5,0.5770000000000001,0.5770000000000001,5.7,8.3,0.69,,,16.0,3.3,,,,3.2,31.7
2,Kareem Abdul-Jabbar,1971-72,24.0,MIL,NBA,C,81.0,,44.2,14.3,24.9,0.574,,,,14.3,24.9,0.574,0.574,6.2,9.0,0.6890000000000001,,,16.6,4.6,,,,2.9,34.8
3,Kareem Abdul-Jabbar,1972-73,25.0,MIL,NBA,C,76.0,,42.8,12.9,23.3,0.5539999999999999,,,,12.9,23.3,0.5539999999999999,0.5539999999999999,4.3,6.1,0.713,,,16.1,5.0,,,,2.7,30.2
4,Kareem Abdul-Jabbar,1973-74,26.0,MIL,NBA,C,81.0,,43.8,11.7,21.7,0.539,,,,11.7,21.7,0.539,0.539,3.6,5.2,0.7020000000000001,3.5,11.0,14.5,4.8,1.4,3.5,,2.9,27.0
5,Kareem Abdul-Jabbar,1974-75,27.0,MIL,NBA,C,65.0,,42.3,12.5,24.4,0.513,,,,12.5,24.4,0.513,0.513,5.0,6.6,0.763,3.0,11.0,14.0,4.1,1.0,3.3,,3.2,30.0
6,Kareem Abdul-Jabbar,1975-76,28.0,LAL,NBA,C,82.0,,41.2,11.1,21.1,0.529,,,,11.1,21.1,0.529,0.529,5.5,7.8,0.703,3.3,13.5,16.9,5.0,1.5,4.1,,3.6,27.7
7,Kareem Abdul-Jabbar,1976-77,29.0,LAL,NBA,C,82.0,,36.8,10.8,18.7,0.579,,,,10.8,18.7,0.579,0.579,4.6,6.5,0.701,3.2,10.0,13.3,3.9,1.2,3.2,,3.2,26.2
8,Kareem Abdul-Jabbar,1977-78,30.0,LAL,NBA,C,62.0,,36.5,10.7,19.4,0.55,,,,10.7,19.4,0.55,0.55,4.4,5.6,0.7829999999999999,3.0,9.9,12.9,4.3,1.7,3.0,3.4,2.9,25.8
9,Kareem Abdul-Jabbar,1978-79,31.0,LAL,NBA,C,80.0,,39.5,9.7,16.8,0.5770000000000001,,,,9.7,16.8,0.5770000000000001,0.5770000000000001,4.4,5.9,0.736,2.6,10.2,12.8,5.4,1.0,4.0,3.5,2.9,23.8
10,Kareem Abdul-Jabbar,1979-80,32.0,LAL,NBA,C,82.0,,38.3,10.2,16.9,0.604,0.0,0.0,0.0,10.2,16.9,0.604,0.604,4.4,5.8,0.765,2.3,8.5,10.8,4.5,1.0,3.4,3.6,2.6,24.8
11,Kareem Abdul-Jabbar,1980-81,33.0,LAL,NBA,C,80.0,,37.2,10.5,18.2,0.574,0.0,0.0,0.0,10.5,18.2,0.574,0.574,5.3,6.9,0.7659999999999999,2.5,7.8,10.3,3.4,0.7,2.9,3.1,3.1,26.2
12,Kareem Abdul-Jabbar,1981-82,34.0,LAL,NBA,C,76.0,76.0,35.2,9.9,17.1,0.579,0.0,0.0,0.0,9.9,17.1,0.58,0.579,4.1,5.8,0.706,2.3,6.4,8.7,3.0,0.8,2.7,3.0,2.9,23.9
13,Kareem Abdul-Jabbar,1982-83,35.0,LAL,NBA,C,79.0,79.0,32.3,9.1,15.5,0.588,0.0,0.0,0.0,9.1,15.5,0.589,0.588,3.5,4.7,0.7490000000000001,2.1,5.4,7.5,2.5,0.8,2.2,2.5,2.8,21.8
14,Kareem Abdul-Jabbar,1983-84,36.0,LAL,NBA,C,80.0,80.0,32.8,9.0,15.5,0.578,0.0,0.0,0.0,9.0,15.5,0.579,0.578,3.6,4.9,0.723,2.1,5.2,7.3,2.6,0.7,1.8,2.8,2.6,21.5
15,Kareem Abdul-Jabbar,1984-85,37.0,LAL,NBA,C,79.0,79.0,33.3,9.2,15.3,0.599,0.0,0.0,0.0,9.2,15.3,0.6,0.599,3.7,5.0,0.732,2.1,5.8,7.9,3.2,0.8,2.1,2.5,3.0,22.0
16,Kareem Abdul-Jabbar,1985-86,38.0,LAL,NBA,C,79.0,79.0,33.3,9.6,16.9,0.564,0.0,0.0,0.0,9.6,16.9,0.565,0.564,4.3,5.6,0.765,1.7,4.4,6.1,3.5,0.8,1.6,2.6,3.1,23.4
17,Kareem Abdul-Jabbar,1986-87,39.0,LAL,NBA,C,78.0,78.0,31.3,7.2,12.7,0.564,0.0,0.0,0.33299999999999996,7.2,12.7,0.565,0.564,3.1,4.4,0.7140000000000001,1.9,4.8,6.7,2.6,0.6,1.2,2.4,3.1,17.5
18,Kareem Abdul-Jabbar,1987-88,40.0,LAL,NBA,C,80.0,80.0,28.9,6.0,11.3,0.532,0.0,0.0,0.0,6.0,11.3,0.532,0.532,2.6,3.4,0.762,1.5,4.5,6.0,1.7,0.6,1.2,2.0,2.7,14.6
19,Kareem Abdul-Jabbar,1988-89,41.0,LAL,NBA,C,74.0,74.0,22.9,4.2,8.9,0.475,0.0,0.0,0.0,4.2,8.9,0.47700000000000004,0.475,1.6,2.2,0.7390000000000001,1.4,3.1,4.5,1.0,0.5,1.1,1.3,2.6,10.1
20,Ray Allen,1996-97,21.0,MIL,NBA,SG,82.0,81.0,30.9,4.8,11.1,0.43,1.4,3.6,0.39299999999999996,3.3,7.4,0.44799999999999995,0.494,2.5,3.0,0.823,1.2,2.8,4.0,2.6,0.9,0.1,1.8,2.7,13.4
21,Ray Allen,1997-98,22.0,MIL,NBA,SG,82.0,82.0,40.1,6.9,16.0,0.428,1.6,4.5,0.364,5.2,11.5,0.45299999999999996,0.479,4.2,4.8,0.875,1.5,3.4,4.9,4.3,1.4,0.1,3.2,3.0,19.5
22,Ray Allen,1998-99,23.0,MIL,NBA,SG,50.0,50.0,34.4,6.1,13.5,0.45,1.5,4.2,0.35600000000000004,4.6,9.3,0.49200000000000005,0.505,3.5,3.9,0.903,1.1,3.1,4.2,3.6,1.1,0.1,2.4,2.3,17.1
23,Ray Allen,1999-00,24.0,MIL,NBA,SG,82.0,82.0,37.4,7.8,17.2,0.455,2.1,5.0,0.423,5.7,12.2,0.46799999999999997,0.516,4.3,4.9,0.887,1.0,3.4,4.4,3.8,1.3,0.2,2.2,2.3,22.1
24,Ray Allen,2000-01,25.0,MIL,NBA,SG,82.0,82.0,38.2,7.7,16.0,0.48,2.5,5.7,0.433,5.2,10.3,0.506,0.557,4.2,4.8,0.888,1.2,4.0,5.2,4.6,1.5,0.2,2.5,2.3,22.0
25,Ray Allen,2001-02,26.0,MIL,NBA,SG,69.0,67.0,36.6,7.7,16.6,0.462,3.3,7.7,0.434,4.4,9.0,0.485,0.561,3.1,3.6,0.873,1.2,3.3,4.5,3.9,1.3,0.3,2.3,2.3,21.8
26,Ray Allen,2002-03,27.0,TOT,NBA,SG,76.0,75.0,37.9,7.9,17.9,0.439,2.6,7.0,0.377,5.2,10.9,0.478,0.512,4.2,4.5,0.9159999999999999,1.2,3.8,5.0,4.4,1.4,0.2,2.6,2.9,22.5
27,Ray Allen,2002-03,27.0,MIL,NBA,SG,47.0,46.0,35.8,7.5,17.1,0.43700000000000006,2.6,6.6,0.395,4.9,10.5,0.46299999999999997,0.514,3.8,4.1,0.9129999999999999,1.0,3.7,4.6,3.5,1.2,0.2,2.5,3.2,21.3
28,Ray Allen,2002-03,27.0,SEA,NBA,SG,29.0,29.0,41.3,8.5,19.3,0.441,2.7,7.7,0.35100000000000003,5.8,11.7,0.5,0.511,4.8,5.2,0.92,1.7,3.9,5.6,5.9,1.6,0.1,2.8,2.4,24.5
29,Ray Allen,2003-04,28.0,SEA,NBA,SG,56.0,56.0,38.4,8.0,18.2,0.44,2.6,6.8,0.392,5.3,11.4,0.46799999999999997,0.512,4.4,4.8,0.904,1.2,3.9,5.1,4.8,1.3,0.2,2.8,2.4,23.0
30,Ray Allen,2004-05,29.0,SEA,NBA,SG,78.0,78.0,39.3,8.2,19.2,0.428,2.7,7.1,0.376,5.5,12.0,0.45899999999999996,0.498,4.8,5.5,0.883,1.0,3.4,4.4,3.7,1.1,0.1,2.2,2.1,23.9
31,Ray Allen,2005-06,30.0,SEA,NBA,SG,78.0,78.0,38.7,8.7,19.2,0.45399999999999996,3.4,8.4,0.41200000000000003,5.3,10.9,0.486,0.544,4.2,4.6,0.903,0.9,3.3,4.3,3.7,1.3,0.2,2.4,1.9,25.1
32,Ray Allen,2006-07,31.0,SEA,NBA,SG,55.0,55.0,40.3,9.2,21.0,0.43799999999999994,3.0,8.1,0.37200000000000005,6.2,12.9,0.479,0.51,5.1,5.6,0.903,1.0,3.5,4.5,4.1,1.5,0.2,2.8,2.1,26.4
33,Ray Allen,2007-08,32.0,BOS,NBA,SG,73.0,73.0,35.9,6.0,13.5,0.445,2.5,6.2,0.39799999999999996,3.5,7.3,0.485,0.537,2.9,3.2,0.907,1.0,2.6,3.7,3.1,0.9,0.2,1.7,2.0,17.4
34,Ray Allen,2008-09,33.0,BOS,NBA,SG,79.0,79.0,36.4,6.3,13.2,0.48,2.5,6.2,0.409,3.8,7.0,0.542,0.575,3.0,3.2,0.9520000000000001,0.8,2.7,3.5,2.8,0.9,0.2,1.7,2.0,18.2
35,Ray Allen,2009-10,34.0,BOS,NBA,SG,80.0,80.0,35.2,5.8,12.2,0.47700000000000004,1.8,5.0,0.363,4.0,7.2,0.556,0.551,2.9,3.2,0.9129999999999999,0.6,2.6,3.2,2.6,0.8,0.3,1.6,2.3,16.3
36,Ray Allen,2010-11,35.0,BOS,NBA,SG,80.0,80.0,36.1,6.0,12.2,0.491,2.1,4.7,0.444,3.9,7.5,0.52,0.5770000000000001,2.4,2.7,0.8809999999999999,0.6,2.8,3.4,2.7,1.0,0.2,1.5,1.8,16.5
37,Ray Allen,2011-12,36.0,BOS,NBA,SG,46.0,42.0,34.0,4.9,10.7,0.45799999999999996,2.3,5.1,0.45299999999999996,2.6,5.6,0.46299999999999997,0.5660000000000001,2.1,2.3,0.915,0.3,2.8,3.1,2.4,1.1,0.2,1.5,1.8,14.2
38,Ray Allen,2012-13,37.0,MIA,NBA,SG,79.0,0.0,25.8,3.7,8.2,0.449,1.8,4.2,0.419,1.9,4.0,0.48,0.555,1.8,2.0,0.8859999999999999,0.5,2.2,2.7,1.7,0.8,0.2,1.3,1.6,10.9
39,Ray Allen,2013-14,38.0,MIA,NBA,SG,73.0,9.0,26.5,3.3,7.4,0.442,1.6,4.2,0.375,1.7,3.2,0.53,0.5489999999999999,1.4,1.6,0.905,0.3,2.5,2.8,2.0,0.7,0.1,1.2,1.6,9.6
40,Tiny Archibald,1970-71,22.0,CIN,NBA,PG,82.0,,35.0,5.9,13.4,0.444,,,,5.9,13.4,0.444,0.444,4.1,5.4,0.757,,,3.0,5.5,,,,2.7,16.0
41,Tiny Archibald,1971-72,23.0,CIN,NBA,PG,76.0,,43.1,9.7,19.9,0.486,,,,9.7,19.9,0.486,0.486,8.9,10.8,0.8220000000000001,,,2.9,9.2,,,,2.6,28.2
42,Tiny Archibald,1972-73,24.0,KCO,NBA,PG,80.0,,46.0,12.9,26.3,0.488,,,,12.9,26.3,0.488,0.488,8.3,9.8,0.847,,,2.8,11.4,,,,2.6,34.0
43,Tiny Archibald,1973-74,25.0,KCO,NBA,PG,35.0,,36.3,6.3,14.1,0.451,,,,6.3,14.1,0.451,0.451,4.9,6.0,0.82,0.6,1.8,2.4,7.6,1.6,0.2,,2.2,17.6
44,Tiny Archibald,1974-75,26.0,KCO,NBA,PG,82.0,,39.6,9.3,20.3,0.456,,,,9.3,20.3,0.456,0.456,8.0,9.1,0.872,0.6,2.1,2.7,6.8,1.5,0.1,,2.3,26.5
45,Tiny Archibald,1975-76,27.0,KCK,NBA,PG,78.0,,40.8,9.2,20.3,0.45299999999999996,,,,9.2,20.3,0.45299999999999996,0.45299999999999996,6.4,8.0,0.802,0.9,1.9,2.7,7.9,1.6,0.2,,2.2,24.8
46,Tiny Archibald,1976-77,28.0,NYN,NBA,PG,34.0,,37.6,7.4,16.5,0.446,,,,7.4,16.5,0.446,0.446,5.8,7.4,0.785,0.6,1.7,2.4,7.5,1.7,0.3,,2.3,20.5
47,Tiny Archibald,1977-78,29.0,Did Not Play (injury—achilles),Did Not Play (injury—achilles),Did Not Play (injury—achilles),,,,,,,,,,,,,,,,,,,,,,,,,
48,Tiny Archibald,1978-79,30.0,BOS,NBA,PG,69.0,,24.1,3.8,8.3,0.452,,,,3.8,8.3,0.452,0.452,3.5,4.4,0.7879999999999999,0.4,1.1,1.5,4.7,0.8,0.1,2.9,1.9,11.0
49,Tiny Archibald,1979-80,31.0,BOS,NBA,PG,80.0,80.0,35.8,4.8,9.9,0.48200000000000004,0.1,0.2,0.222,4.7,9.7,0.488,0.485,4.5,5.4,0.83,0.7,1.7,2.5,8.4,1.3,0.1,3.0,2.7,14.1
50,Tiny Archibald,1980-81,32.0,BOS,NBA,PG,80.0,72.0,35.3,4.8,9.6,0.499,0.0,0.1,0.0,4.8,9.5,0.505,0.499,4.3,5.2,0.816,0.5,1.8,2.2,7.7,0.9,0.2,3.3,2.5,13.8
51,Tiny Archibald,1981-82,33.0,BOS,NBA,PG,68.0,51.0,31.9,4.5,9.6,0.47200000000000003,0.1,0.2,0.375,4.4,9.4,0.475,0.47700000000000004,3.5,4.6,0.747,0.4,1.3,1.7,8.0,0.8,0.0,2.6,1.9,12.6
52,Tiny Archibald,1982-83,34.0,BOS,NBA,PG,66.0,19.0,27.4,3.6,8.4,0.425,0.1,0.4,0.20800000000000002,3.5,8.0,0.435,0.429,3.3,4.5,0.743,0.4,1.0,1.4,6.2,0.6,0.1,2.5,1.7,10.5
53,Tiny Archibald,1983-84,35.0,MIL,NBA,PG,46.0,46.0,22.6,3.0,6.1,0.48700000000000004,0.1,0.4,0.222,2.9,5.7,0.506,0.495,1.4,2.2,0.634,0.3,1.3,1.7,3.5,0.7,0.0,1.7,1.7,7.4
54,Paul Arizin,1950-51,22.0,PHW,NBA,SF,65.0,,,5.4,13.3,0.40700000000000003,,,,,,,,6.4,8.1,0.7929999999999999,,,9.8,2.1,,,,4.4,17.2
55,Paul Arizin,1951-52,23.0,PHW,NBA,SF,66.0,,44.5,8.3,18.5,0.44799999999999995,,,,,,,,8.8,10.7,0.818,,,11.3,2.6,,,,3.8,25.4
56,Paul Arizin,1952-53,24.0,Did Not Play (military service—U.S. Marine Corps),Did Not Play (military service—U.S. Marine Corps),Did Not Play (military service—U.S. Marine Corps),,,,,,,,,,,,,,,,,,,,,,,,,
57,Paul Arizin,1953-54,25.0,Did Not Play (military service—U.S. Marine Corps),Did Not Play (military service—U.S. Marine Corps),Did Not Play (military service—U.S. Marine Corps),,,,,,,,,,,,,,,,,,,,,,,,,
58,Paul Arizin,1954-55,26.0,PHW,NBA,SF,72.0,,41.0,7.3,18.4,0.39899999999999997,,,,,,,,6.3,8.1,0.7759999999999999,,,9.4,2.9,,,,3.8,21.0
59,Paul Arizin,1955-56,27.0,PHW,NBA,SF,72.0,,37.8,8.6,19.1,0.44799999999999995,,,,,,,,7.0,8.7,0.81,,,7.5,2.6,,,,3.9,24.2
60,Paul Arizin,1956-57,28.0,PHW,NBA,SF,71.0,,39.0,8.6,20.4,0.42200000000000004,,,,,,,,8.3,10.0,0.8290000000000001,,,7.9,2.1,,,,3.9,25.6
61,Paul Arizin,1957-58,29.0,PHW,NBA,SF,68.0,,35.0,7.1,18.1,0.39299999999999996,,,,,,,,6.5,8.0,0.809,,,7.4,2.0,,,,3.5,20.7
62,Paul Arizin,1958-59,30.0,PHW,NBA,SF,70.0,,40.0,9.0,20.9,0.431,,,,,,,,8.4,10.3,0.813,,,9.1,1.7,,,,3.8,26.4
63,Paul Arizin,1959-60,31.0,PHW,NBA,SF,72.0,,36.4,8.2,19.4,0.424,,,,,,,,5.8,7.3,0.7979999999999999,,,8.6,2.3,,,,3.7,22.3
64,Paul Arizin,1960-61,32.0,PHW,NBA,SF,79.0,,37.2,8.2,19.4,0.425,,,,,,,,6.7,8.1,0.833,,,8.6,2.4,,,,4.2,23.2
65,Paul Arizin,1961-62,33.0,PHW,NBA,SF,78.0,,35.7,7.8,19.1,0.41,,,,,,,,6.2,7.7,0.805,,,6.8,2.6,,,,3.9,21.9
66,Al Attles,1960-61,24.0,PHW,NBA,PG,77.0,,20.1,2.9,7.1,0.409,,,,,,,,1.3,2.1,0.599,,,2.8,2.3,,,,3.1,7.0
67,Al Attles,1961-62,25.0,PHW,NBA,PG,75.0,,32.9,4.6,9.7,0.474,,,,,,,,2.1,3.6,0.5920000000000001,,,4.7,4.4,,,,3.7,11.3
68,Al Attles,1962-63,26.0,SFW,NBA,PG,71.0,,26.4,4.2,8.9,0.478,,,,,,,,1.9,2.9,0.6459999999999999,,,2.9,2.6,,,,3.6,10.4
69,Al Attles,1963-64,27.0,SFW,NBA,PG,70.0,,26.9,4.1,9.1,0.452,,,,,,,,2.6,3.9,0.6729999999999999,,,3.4,2.8,,,,3.6,10.9
70,Al Attles,1964-65,28.0,SFW,NBA,PG,73.0,,23.7,3.5,9.1,0.384,,,,,,,,2.3,3.8,0.624,,,3.3,2.8,,,,3.3,9.3
71,Al Attles,1965-66,29.0,SFW,NBA,PG,79.0,,26.0,4.6,9.2,0.503,,,,,,,,1.9,3.2,0.611,,,4.1,2.8,,,,3.4,11.2
72,Al Attles,1966-67,30.0,SFW,NBA,PG,69.0,,25.6,3.1,6.8,0.45399999999999996,,,,,,,,1.3,2.2,0.583,,,4.7,3.9,,,,3.8,7.4
73,Al Attles,1967-68,31.0,SFW,NBA,PG,67.0,,29.7,3.8,8.1,0.467,,,,,,,,2.2,3.2,0.6940000000000001,,,4.1,5.8,,,,4.2,9.8
74,Al Attles,1968-69,32.0,SFW,NBA,PG,51.0,,29.7,3.2,7.0,0.451,,,,,,,,1.9,2.9,0.638,,,3.5,6.0,,,,3.6,8.2
75,Al Attles,1969-70,33.0,SFW,NBA,PG,45.0,,15.0,1.7,4.5,0.386,,,,,,,,1.7,2.5,0.664,,,1.6,3.2,,,,2.3,5.1
76,Al Attles,1970-71,34.0,SFW,NBA,PG,34.0,,9.4,0.6,1.6,0.40700000000000003,,,,,,,,0.7,1.2,0.585,,,1.2,1.7,,,,1.7,2.0
77,Charles Barkley,1984-85,21.0,PHI,NBA,PF,82.0,60.0,28.6,5.2,9.5,0.545,0.0,0.1,0.16699999999999998,5.2,9.5,0.5479999999999999,0.546,3.6,4.9,0.733,3.2,5.3,8.6,1.9,1.2,1.0,2.5,3.7,14.0
78,Charles Barkley,1985-86,22.0,PHI,NBA,PF,80.0,80.0,36.9,7.4,13.0,0.5720000000000001,0.2,0.9,0.22699999999999998,7.2,12.1,0.598,0.58,5.0,7.2,0.685,4.4,8.4,12.8,3.9,2.2,1.6,4.4,4.2,20.0
79,Charles Barkley,1986-87,23.0,PHI,NBA,PF,68.0,62.0,40.3,8.2,13.8,0.594,0.3,1.5,0.20199999999999999,7.9,12.3,0.643,0.606,6.3,8.3,0.7609999999999999,5.7,8.9,14.6,4.9,1.8,1.5,4.7,3.7,23.0
80,Charles Barkley,1987-88,24.0,PHI,NBA,PF,80.0,80.0,39.6,9.4,16.0,0.5870000000000001,0.6,2.0,0.28,8.9,14.1,0.63,0.604,8.9,11.9,0.7509999999999999,4.8,7.1,11.9,3.2,1.3,1.3,3.8,3.5,28.3
81,Charles Barkley,1988-89,25.0,PHI,NBA,PF,79.0,79.0,39.1,8.9,15.3,0.579,0.4,2.1,0.21600000000000003,8.4,13.2,0.636,0.594,7.6,10.1,0.753,5.1,7.4,12.5,4.1,1.6,0.8,3.2,3.3,25.8
82,Charles Barkley,1989-90,26.0,PHI,NBA,SF,79.0,79.0,39.1,8.9,14.9,0.6,0.3,1.2,0.217,8.7,13.7,0.632,0.608,7.1,9.4,0.7490000000000001,4.6,6.9,11.5,3.9,1.9,0.6,3.1,3.2,25.2
83,Charles Barkley,1990-91,27.0,PHI,NBA,SF,67.0,67.0,37.3,9.9,17.4,0.57,0.7,2.3,0.284,9.3,15.1,0.614,0.589,7.1,9.8,0.722,3.9,6.3,10.1,4.2,1.6,0.5,3.1,2.6,27.6
84,Charles Barkley,1991-92,28.0,PHI,NBA,SF,75.0,75.0,38.4,8.3,15.0,0.552,0.4,1.8,0.23399999999999999,7.9,13.2,0.597,0.5670000000000001,6.1,8.7,0.695,3.6,7.5,11.1,4.1,1.8,0.6,3.1,2.6,23.1
85,Charles Barkley,1992-93,29.0,PHO,NBA,PF,76.0,76.0,37.6,9.4,18.1,0.52,0.9,2.9,0.305,8.5,15.2,0.561,0.545,5.9,7.7,0.765,3.1,9.1,12.2,5.1,1.6,1.0,3.1,2.6,25.6
86,Charles Barkley,1993-94,30.0,PHO,NBA,PF,65.0,65.0,35.4,8.0,16.1,0.495,0.7,2.7,0.27,7.2,13.4,0.541,0.518,4.9,7.0,0.7040000000000001,3.0,8.1,11.2,4.6,1.6,0.6,3.2,2.5,21.6
87,Charles Barkley,1994-95,31.0,PHO,NBA,PF,68.0,66.0,35.0,8.1,16.8,0.486,1.1,3.2,0.33799999999999997,7.1,13.6,0.521,0.518,5.6,7.5,0.748,3.0,8.1,11.1,4.1,1.6,0.7,2.2,3.0,23.0
88,Charles Barkley,1995-96,32.0,PHO,NBA,PF,71.0,71.0,37.1,8.2,16.3,0.5,0.7,2.5,0.28,7.5,13.9,0.539,0.521,6.2,8.0,0.777,3.4,8.1,11.6,3.7,1.6,0.8,3.1,2.9,23.2
89,Charles Barkley,1996-97,33.0,HOU,NBA,PF,53.0,53.0,37.9,6.3,13.1,0.484,1.1,3.9,0.28300000000000003,5.2,9.2,0.569,0.526,5.4,7.8,0.6940000000000001,4.0,9.5,13.5,4.7,1.3,0.5,2.8,2.9,19.2
90,Charles Barkley,1997-98,34.0,HOU,NBA,PF,68.0,41.0,33.0,5.3,10.9,0.485,0.3,1.2,0.214,5.0,9.7,0.52,0.49700000000000005,4.4,5.8,0.746,3.5,8.1,11.7,3.2,1.0,0.4,2.2,2.8,15.2
91,Charles Barkley,1998-99,35.0,HOU,NBA,PF,42.0,40.0,36.3,5.7,12.0,0.478,0.1,0.6,0.16,5.6,11.4,0.495,0.48200000000000004,4.6,6.4,0.7190000000000001,4.0,8.3,12.3,4.6,1.0,0.3,2.4,2.1,16.1
92,Charles Barkley,1999-00,36.0,HOU,NBA,PF,20.0,18.0,31.0,5.3,11.1,0.47700000000000004,0.3,1.3,0.231,5.0,9.8,0.51,0.491,3.6,5.5,0.645,3.6,6.9,10.5,3.2,0.7,0.2,2.2,2.4,14.5
93,Don Barksdale,1951-52,28.0,BLB,NBA,PF,62.0,,32.5,4.4,13.0,0.33799999999999997,,,,,,,,3.8,5.5,0.691,,,9.7,2.2,,,,3.7,12.6
94,Don Barksdale,1952-53,29.0,BLB,NBA,PF,65.0,,35.4,4.9,12.8,0.387,,,,,,,,4.0,6.2,0.6409999999999999,,,9.2,2.6,,,,4.2,13.8
95,Don Barksdale,1953-54,30.0,BOS,NBA,PF,63.0,,21.6,2.5,6.6,0.376,,,,,,,,2.4,3.6,0.662,,,5.5,1.9,,,,3.4,7.3
96,Don Barksdale,1954-55,31.0,BOS,NBA,SF,72.0,,24.9,3.7,9.7,0.382,,,,,,,,3.1,4.7,0.6509999999999999,,,7.6,1.8,,,,3.1,10.5
97,Rick Barry,1965-66,21.0,SFW,NBA,SF,80.0,,37.4,9.3,21.2,0.439,,,,9.3,21.2,0.439,0.439,7.1,8.3,0.862,,,10.6,2.2,,,,3.7,25.7
98,Rick Barry,1966-67,22.0,SFW,NBA,SF,78.0,,40.7,13.0,28.7,0.451,,,,13.0,28.7,0.451,0.451,9.7,10.9,0.884,,,9.2,3.6,,,,3.3,35.6
99,Rick Barry,1967-68,23.0,Did Not Play (legal—barred from playing in ABA),Did Not Play (legal—barred from playing in ABA),Did Not Play (legal—barred from playing in ABA),,,,,,,,,,,,,,,,,,,,,,,,,
100,Rick Barry,1968-69,24.0,OAK,ABA,SF,35.0,,38.9,11.2,21.9,0.511,0.1,0.3,0.3,11.1,21.6,0.514,0.513,11.5,13.0,0.888,2.3,7.1,9.4,3.9,,,4.0,3.5,34.0
101,Rick Barry,1969-70,25.0,WSA,ABA,SF,52.0,,35.6,9.9,19.9,0.499,0.2,0.8,0.205,9.8,19.2,0.511,0.503,7.7,8.9,0.8640000000000001,2.5,4.5,7.0,3.4,,,3.5,3.3,27.7
102,Rick Barry,1970-71,26.0,NYA,ABA,SF,59.0,,42.4,10.7,22.8,0.469,0.3,1.5,0.221,10.4,21.4,0.486,0.47600000000000003,7.6,8.6,0.89,1.8,5.0,6.8,5.0,,,3.4,3.5,29.4
103,Rick Barry,1971-72,27.0,NYA,ABA,SF,80.0,,45.2,11.3,24.6,0.45799999999999996,0.9,3.0,0.308,10.4,21.7,0.479,0.47700000000000004,8.0,9.1,0.878,1.9,5.6,7.5,4.1,,,3.3,3.3,31.5
104,Rick Barry,1972-73,28.0,GSW,NBA,SF,82.0,,37.5,9.0,19.9,0.452,,,,9.0,19.9,0.452,0.452,4.4,4.8,0.902,,,8.9,4.9,,,,3.0,22.3
105,Rick Barry,1973-74,29.0,GSW,NBA,SF,80.0,,36.5,10.0,21.8,0.456,,,,10.0,21.8,0.456,0.456,5.2,5.8,0.899,1.3,5.5,6.8,6.1,2.1,0.5,,3.3,25.1
106,Rick Barry,1974-75,30.0,GSW,NBA,SF,80.0,,40.4,12.9,27.7,0.46399999999999997,,,,12.9,27.7,0.46399999999999997,0.46399999999999997,4.9,5.5,0.904,1.2,4.6,5.7,6.2,2.9,0.4,,2.8,30.6
107,Rick Barry,1975-76,31.0,GSW,NBA,SF,81.0,,38.5,8.7,20.0,0.435,,,,8.7,20.0,0.435,0.435,3.5,3.8,0.9229999999999999,0.9,5.2,6.1,6.1,2.5,0.3,,2.7,21.0
108,Rick Barry,1976-77,32.0,GSW,NBA,SF,79.0,,36.8,8.6,19.6,0.44,,,,8.6,19.6,0.44,0.44,4.5,5.0,0.9159999999999999,0.9,4.4,5.3,6.0,2.2,0.7,,2.5,21.8
109,Rick Barry,1977-78,33.0,GSW,NBA,SF,82.0,,36.9,9.3,20.6,0.451,,,,9.3,20.6,0.451,0.451,4.6,5.0,0.924,0.9,4.6,5.5,5.4,1.9,0.5,2.7,2.3,23.1
110,Rick Barry,1978-79,34.0,HOU,NBA,SF,80.0,,32.1,5.8,12.5,0.461,,,,5.8,12.5,0.461,0.461,2.0,2.1,0.9470000000000001,0.5,3.0,3.5,6.3,1.2,0.5,2.5,2.4,13.5
111,Rick Barry,1979-80,35.0,HOU,NBA,SF,72.0,,25.2,4.5,10.7,0.42200000000000004,1.0,3.1,0.33,3.5,7.6,0.45799999999999996,0.469,2.0,2.1,0.935,0.7,2.5,3.3,3.7,1.1,0.4,2.1,2.5,12.0
112,Elgin Baylor,1958-59,24.0,MNL,NBA,SF,70.0,,40.8,8.6,21.2,0.408,,,,,,,,7.6,9.8,0.777,,,15.0,4.1,,,,3.9,24.9
113,Elgin Baylor,1959-60,25.0,MNL,NBA,SF,70.0,,41.0,10.8,25.4,0.424,,,,,,,,8.1,11.0,0.732,,,16.4,3.5,,,,3.3,29.6
114,Elgin Baylor,1960-61,26.0,LAL,NBA,SF,73.0,,42.9,12.8,29.7,0.43,,,,,,,,9.3,11.8,0.7829999999999999,,,19.8,5.1,,,,3.8,34.8
