,name,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
316,Bob Cousy,1968-69,40.0,Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),,,,,,,,,,,,,,,,,,,,,,,,,
317,Bob Cousy,1969-70,41.0,CIN,NBA,PG,7.0,,4.9,0.1,0.4,0.33299999999999996,,,,,,,,0.4,0.4,1.0,,,0.7,1.4,,,,1.6,0.7
318,Dave Cowens,1970-71,22.0,BOS,NBA,C,81.0,,38.0,6.8,16.1,0.42200000000000004,,,,6.8,16.1,0.42200000000000004,0.42200000000000004,3.4,4.6,0.732,,,15.0,2.8,,,,4.3,17.0
319,Dave Cowens,1971-72,23.0,BOS,NBA,C,79.0,,40.3,8.3,17.2,0.484,,,,8.3,17.2,0.484,0.484,2.2,3.1,0.72,,,15.2,3.1,,,,4.0,18.8
320,Dave Cowens,1972-73,24.0,BOS,NBA,C,82.0,,41.8,9.0,20.0,0.452,,,,9.0,20.0,0.452,0.452,2.5,3.2,0.779,,,16.2,4.1,,,,3.8,20.5
321,Dave Cowens,1973-74,25.0,BOS,NBA,C,80.0,,41.9,8.1,18.4,0.43700000000000006,,,,8.1,18.4,0.43700000000000006,0.43700000000000006,2.9,3.4,0.8320000000000001,3.3,12.4,15.7,4.4,1.2,1.3,,3.7,19.0
322,Dave Cowens,1974-75,26.0,BOS,NBA,C,65.0,,40.5,8.8,18.4,0.475,,,,8.8,18.4,0.475,0.475,2.9,3.8,0.7829999999999999,3.5,11.2,14.7,4.6,1.3,1.1,,3.7,20.4
323,Dave Cowens,1975-76,27.0,BOS,NBA,C,78.0,,39.8,7.8,16.7,0.46799999999999997,,,,7.8,16.7,0.46799999999999997,0.46799999999999997,3.3,4.4,0.7559999999999999,4.3,11.7,16.0,4.2,1.2,0.9,,4.0,19.0
324,Dave Cowens,1976-77,28.0,BOS,NBA,C,50.0,,37.8,6.6,15.1,0.434,,,,6.6,15.1,0.434,0.434,3.2,4.0,0.818,2.9,11.0,13.9,5.0,0.9,1.0,,3.6,16.4
325,Dave Cowens,1977-78,29.0,BOS,NBA,C,77.0,,41.8,7.8,15.8,0.49,,,,7.8,15.8,0.49,0.49,3.1,3.7,0.8420000000000001,3.2,10.8,14.0,4.6,1.3,0.9,2.8,3.9,18.6
326,Dave Cowens,1978-79,30.0,BOS,NBA,C,68.0,,37.0,7.2,14.9,0.483,,,,7.2,14.9,0.483,0.483,2.2,2.8,0.807,2.2,7.4,9.6,3.6,1.1,0.8,2.6,3.9,16.6
327,Dave Cowens,1979-80,31.0,BOS,NBA,C,66.0,55.0,32.7,6.4,14.1,0.45299999999999996,0.0,0.2,0.083,6.4,13.9,0.45799999999999996,0.45299999999999996,1.4,1.8,0.779,1.9,6.2,8.1,3.1,1.0,0.9,1.6,3.3,14.2
328,Dave Cowens,1980-81,32.0,Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),,,,,,,,,,,,,,,,,,,,,,,,,
329,Dave Cowens,1981-82,33.0,Did Not Play (retired),Did Not Play (retired),Did Not Play (retired),,,,,,,,,,,,,,,,,,,,,,,,,
330,Dave Cowens,1982-83,34.0,MIL,NBA,PF,40.0,34.0,25.4,3.4,7.7,0.444,0.0,0.1,0.0,3.4,7.6,0.447,0.444,1.3,1.6,0.825,1.8,5.0,6.9,2.1,0.8,0.4,1.1,3.4,8.1
331,Billy Cunningham,1965-66,22.0,PHI,NBA,SF,80.0,,26.7,5.4,12.6,0.426,,,,5.4,12.6,0.426,0.426,3.5,5.5,0.634,,,7.5,2.6,,,,3.8,14.3
332,Billy Cunningham,1966-67,23.0,PHI,NBA,SF,81.0,,26.8,6.9,15.0,0.45899999999999996,,,,6.9,15.0,0.45899999999999996,0.45899999999999996,4.7,6.9,0.6859999999999999,,,7.3,2.5,,,,3.2,18.5
333,Billy Cunningham,1967-68,24.0,PHI,NBA,SF,74.0,,28.1,7.0,15.9,0.43799999999999994,,,,7.0,15.9,0.43799999999999994,0.43799999999999994,5.0,6.9,0.723,,,7.6,2.5,,,,3.5,18.9
334,Billy Cunningham,1968-69,25.0,PHI,NBA,PF,82.0,,40.8,9.0,21.2,0.426,,,,9.0,21.2,0.426,0.426,6.8,9.2,0.737,,,12.8,3.5,,,,4.0,24.8
335,Billy Cunningham,1969-70,26.0,PHI,NBA,SF,81.0,,39.4,9.9,21.1,0.469,,,,9.9,21.1,0.469,0.469,6.3,8.6,0.7290000000000001,,,13.6,4.3,,,,4.1,26.1
336,Billy Cunningham,1970-71,27.0,PHI,NBA,SF,81.0,,38.1,8.7,18.8,0.462,,,,8.7,18.8,0.462,0.462,5.6,7.7,0.7340000000000001,,,11.7,4.9,,,,4.0,23.0
337,Billy Cunningham,1971-72,28.0,PHI,NBA,SF,75.0,,38.7,8.8,19.0,0.461,,,,8.8,19.0,0.461,0.461,5.7,8.0,0.7120000000000001,,,12.2,5.9,,,,3.9,23.3
338,Billy Cunningham,1972-73,29.0,CAR,ABA,PF,84.0,,38.7,9.2,18.8,0.48700000000000004,0.2,0.6,0.28600000000000003,9.0,18.3,0.493,0.491,5.6,7.1,0.789,2.9,9.2,12.0,6.3,2.6,,4.5,3.7,24.1
339,Billy Cunningham,1973-74,30.0,CAR,ABA,SF,32.0,,37.2,7.9,16.8,0.47100000000000003,0.0,0.3,0.125,7.9,16.5,0.47600000000000003,0.47200000000000003,4.7,5.8,0.797,2.7,7.7,10.3,4.7,1.8,0.7,4.0,3.3,20.5
340,Billy Cunningham,1974-75,31.0,PHI,NBA,SF,80.0,,35.7,7.6,17.8,0.428,,,,7.6,17.8,0.428,0.428,4.3,5.6,0.777,1.6,7.5,9.1,5.5,1.1,0.4,,3.4,19.5
341,Billy Cunningham,1975-76,32.0,PHI,NBA,SF,20.0,,32.0,5.2,12.6,0.41,,,,5.2,12.6,0.41,0.41,3.4,4.4,0.773,1.5,5.9,7.4,5.4,1.2,0.5,,2.9,13.7
342,Louie Dampier,1967-68,23.0,KEN,ABA,PG,72.0,,41.1,8.6,20.5,0.42100000000000004,0.5,2.0,0.268,8.1,18.5,0.43700000000000006,0.434,2.9,3.5,0.823,,,4.6,3.6,,,2.3,2.0,20.7
343,Louie Dampier,1968-69,24.0,KEN,ABA,PG,78.0,,42.6,9.1,21.7,0.42,2.6,7.1,0.361,6.6,14.7,0.449,0.479,3.9,4.9,0.8109999999999999,1.0,2.9,3.8,5.8,,,3.2,2.0,24.8
344,Louie Dampier,1969-70,25.0,KEN,ABA,PG,82.0,,40.9,9.1,22.7,0.39899999999999997,2.4,6.7,0.361,6.6,16.0,0.414,0.452,5.5,6.6,0.831,1.0,2.8,3.8,5.5,,,3.3,2.9,26.0
345,Louie Dampier,1970-71,26.0,KEN,ABA,PG,84.0,,38.3,6.7,16.1,0.418,1.2,3.3,0.368,5.5,12.8,0.43200000000000005,0.456,3.8,4.5,0.851,0.9,2.7,3.5,5.5,,,2.9,2.5,18.5
346,Louie Dampier,1971-72,27.0,KEN,ABA,PG,83.0,,38.7,5.7,13.0,0.442,1.0,2.8,0.361,4.7,10.2,0.465,0.48100000000000004,3.4,4.0,0.836,0.5,2.6,3.1,6.2,,,2.5,2.9,15.9
347,Louie Dampier,1972-73,28.0,KEN,ABA,PG,80.0,,38.0,6.4,14.3,0.451,0.7,1.9,0.348,5.8,12.4,0.467,0.474,3.3,4.2,0.784,0.7,2.0,2.7,6.5,,,2.4,2.7,16.8
348,Louie Dampier,1973-74,29.0,KEN,ABA,PG,84.0,,35.0,7.2,15.4,0.465,0.6,1.5,0.387,6.6,14.0,0.474,0.484,2.8,3.4,0.8320000000000001,0.5,1.8,2.4,5.6,1.0,0.2,2.7,1.8,17.8
349,Louie Dampier,1974-75,30.0,KEN,ABA,PG,83.0,,34.7,7.2,14.4,0.5,0.5,1.2,0.396,6.7,13.2,0.51,0.516,1.9,2.4,0.809,0.5,2.0,2.5,5.4,1.1,0.6,1.8,1.7,16.8
350,Louie Dampier,1975-76,31.0,KEN,ABA,PG,82.0,,34.6,5.5,11.6,0.479,0.4,1.1,0.368,5.2,10.5,0.491,0.496,1.5,1.8,0.863,0.4,1.5,1.9,5.7,0.7,0.6,1.8,1.7,13.0
351,Louie Dampier,1976-77,32.0,SAS,NBA,PG,80.0,,20.4,2.9,6.3,0.46,,,,2.9,6.3,0.46,0.46,0.8,1.1,0.7440000000000001,0.3,0.7,1.0,2.9,0.6,0.2,,1.2,6.6
352,Louie Dampier,1977-78,33.0,SAS,NBA,PG,82.0,,24.8,4.1,8.0,0.509,,,,4.1,8.0,0.509,0.509,0.9,1.2,0.752,0.3,1.2,1.5,3.5,1.1,0.2,1.2,1.0,9.1
353,Louie Dampier,1978-79,34.0,SAS,NBA,PG,70.0,,10.9,1.8,3.6,0.49,,,,1.8,3.6,0.49,0.49,0.4,0.6,0.7440000000000001,0.2,0.7,0.9,1.8,0.5,0.1,0.6,0.6,3.9
354,Mel Daniels,1967-68,23.0,MNM,ABA,C,78.0,,37.7,8.6,21.0,0.408,0.0,0.1,0.2,8.6,21.0,0.409,0.408,5.0,8.7,0.575,6.4,9.1,15.6,1.4,,,3.0,3.4,22.2
355,Mel Daniels,1968-69,24.0,INA,ABA,C,76.0,,38.6,9.4,19.7,0.47600000000000003,0.0,0.1,0.0,9.4,19.6,0.47700000000000004,0.47600000000000003,5.3,8.7,0.604,5.0,11.5,16.5,1.5,,,3.6,3.6,24.0
356,Mel Daniels,1969-70,25.0,INA,ABA,C,83.0,,36.6,7.4,15.6,0.473,0.0,0.0,0.0,7.4,15.6,0.474,0.473,4.0,5.9,0.675,5.1,12.5,17.6,1.6,,,3.7,3.7,18.7
357,Mel Daniels,1970-71,26.0,INA,ABA,C,82.0,,38.7,8.5,16.5,0.514,0.0,0.2,0.077,8.5,16.4,0.519,0.515,4.0,5.9,0.679,4.8,13.2,18.0,2.2,,,2.8,3.6,21.0
358,Mel Daniels,1971-72,27.0,INA,ABA,C,79.0,,37.6,7.6,15.0,0.505,0.0,0.1,0.0,7.6,14.9,0.508,0.505,4.0,5.7,0.703,4.8,11.6,16.4,2.2,,,3.0,3.7,19.2
359,Mel Daniels,1972-73,28.0,INA,ABA,C,81.0,,38.3,7.2,15.0,0.48200000000000004,0.0,0.0,0.25,7.2,15.0,0.483,0.483,4.0,5.5,0.722,4.3,11.1,15.4,2.2,,1.9,3.4,3.9,18.5
360,Mel Daniels,1973-74,29.0,INA,ABA,C,78.0,,32.6,6.3,14.3,0.44,0.0,0.0,,6.3,14.3,0.44,0.44,2.8,3.7,0.7559999999999999,3.2,8.4,11.6,1.6,0.7,1.2,2.8,3.6,15.4
361,Mel Daniels,1974-75,30.0,MMS,ABA,C,71.0,,23.2,4.1,9.1,0.45,0.0,0.0,,4.1,9.1,0.45,0.45,1.6,2.6,0.634,2.6,6.4,9.0,1.8,0.6,1.4,2.0,3.5,9.8
362,Mel Daniels,1975-76,31.0,Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),,,,,,,,,,,,,,,,,,,,,,,,,
363,Mel Daniels,1976-77,32.0,NYN,NBA,C,11.0,,11.5,1.2,3.2,0.371,,,,1.2,3.2,0.371,0.371,1.2,2.1,0.565,0.9,2.2,3.1,0.5,0.3,1.0,,2.6,3.5
364,Adrian Dantley,1976-77,21.0,BUF,NBA,SF,77.0,,36.6,7.1,13.6,0.52,,,,7.1,13.6,0.52,0.52,6.2,7.6,0.818,3.3,4.4,7.6,1.9,1.2,0.2,,2.8,20.3
365,Adrian Dantley,1977-78,22.0,TOT,NBA,SF,79.0,,37.1,7.3,14.3,0.512,,,,7.3,14.3,0.512,0.512,6.8,8.6,0.7959999999999999,3.4,4.5,7.8,3.2,1.5,0.3,2.9,2.9,21.5
366,Adrian Dantley,1977-78,22.0,IND,NBA,SF,23.0,,41.2,8.7,17.5,0.499,,,,8.7,17.5,0.499,0.499,9.0,11.4,0.787,4.1,5.3,9.4,2.8,2.1,0.7,2.9,3.3,26.5
367,Adrian Dantley,1977-78,22.0,LAL,NBA,SF,56.0,,35.4,6.7,12.9,0.52,,,,6.7,12.9,0.52,0.52,6.0,7.4,0.8009999999999999,3.1,4.2,7.2,3.4,1.3,0.1,2.9,2.8,19.4
368,Adrian Dantley,1978-79,23.0,LAL,NBA,SF,60.0,,29.6,6.2,12.2,0.51,,,,6.2,12.2,0.51,0.51,4.9,5.7,0.8540000000000001,2.2,3.5,5.7,2.3,1.1,0.2,2.6,2.7,17.3
369,Adrian Dantley,1979-80,24.0,UTA,NBA,SF,68.0,,39.3,10.7,18.6,0.5760000000000001,0.0,0.0,0.0,10.7,18.6,0.5770000000000001,0.5760000000000001,6.5,7.7,0.8420000000000001,2.7,4.9,7.6,2.8,1.4,0.2,3.4,3.1,28.0
370,Adrian Dantley,1980-81,25.0,UTA,NBA,SF,80.0,,42.7,11.4,20.3,0.5589999999999999,0.0,0.1,0.28600000000000003,11.3,20.3,0.56,0.5589999999999999,7.9,9.8,0.8059999999999999,2.4,4.0,6.4,4.0,1.4,0.2,3.5,3.1,30.7
371,Adrian Dantley,1981-82,26.0,UTA,NBA,SF,81.0,81.0,39.8,11.2,19.6,0.57,0.0,0.0,0.33299999999999996,11.1,19.5,0.57,0.57,8.0,10.1,0.792,2.9,3.5,6.3,4.0,1.2,0.2,3.7,3.1,30.3
372,Adrian Dantley,1982-83,27.0,UTA,NBA,SF,22.0,22.0,40.3,10.6,18.3,0.58,0.0,0.0,,10.6,18.3,0.58,0.58,9.5,11.3,0.847,2.6,3.7,6.4,4.8,0.9,0.0,3.7,2.8,30.7
373,Adrian Dantley,1983-84,28.0,UTA,NBA,SF,79.0,79.0,37.8,10.2,18.2,0.5579999999999999,0.0,0.1,0.25,10.1,18.2,0.5589999999999999,0.5579999999999999,10.3,12.0,0.8590000000000001,2.3,3.4,5.7,3.9,0.8,0.1,3.3,2.5,30.6
374,Adrian Dantley,1984-85,29.0,UTA,NBA,SF,55.0,46.0,35.8,9.3,17.5,0.531,0.0,0.0,,9.3,17.5,0.531,0.531,8.0,9.9,0.804,2.7,3.2,5.9,3.4,1.0,0.1,3.1,2.4,26.6
375,Adrian Dantley,1985-86,30.0,UTA,NBA,SF,76.0,75.0,36.1,10.8,19.1,0.563,0.0,0.1,0.091,10.8,19.0,0.5670000000000001,0.563,8.3,10.5,0.7909999999999999,2.3,2.9,5.2,3.5,0.8,0.1,3.0,2.7,29.8
376,Adrian Dantley,1986-87,31.0,DET,NBA,SF,81.0,81.0,33.8,7.4,13.9,0.534,0.0,0.1,0.16699999999999998,7.4,13.8,0.536,0.534,6.7,8.2,0.812,1.3,2.8,4.1,2.0,0.8,0.1,2.2,2.4,21.5
377,Adrian Dantley,1987-88,32.0,DET,NBA,SF,69.0,50.0,31.1,6.4,12.5,0.514,0.0,0.0,0.0,6.4,12.5,0.516,0.514,7.1,8.3,0.86,1.2,2.1,3.3,2.5,0.6,0.1,2.0,2.1,20.0
378,Adrian Dantley,1988-89,33.0,TOT,NBA,SF,73.0,67.0,33.2,6.4,13.1,0.493,0.0,0.0,0.0,6.4,13.1,0.493,0.493,6.3,7.8,0.81,1.6,2.7,4.3,2.3,0.6,0.2,2.2,2.5,19.2
379,Adrian Dantley,1988-89,33.0,DET,NBA,SF,42.0,42.0,31.9,6.1,11.8,0.521,0.0,0.0,,6.1,11.8,0.521,0.521,6.1,7.3,0.8390000000000001,1.3,2.6,3.9,2.2,0.5,0.1,1.9,2.4,18.4
380,Adrian Dantley,1988-89,33.0,DAL,NBA,SF,31.0,25.0,34.9,6.8,14.8,0.462,0.0,0.0,0.0,6.8,14.8,0.46299999999999997,0.462,6.6,8.5,0.7759999999999999,2.1,2.9,4.9,2.5,0.6,0.2,2.6,2.8,20.3
381,Adrian Dantley,1989-90,34.0,DAL,NBA,SF,45.0,45.0,28.9,5.1,10.8,0.47700000000000004,0.0,0.0,0.0,5.1,10.7,0.479,0.47700000000000004,4.4,5.6,0.787,1.7,2.1,3.8,1.8,0.4,0.2,1.7,2.2,14.7
382,Adrian Dantley,1990-91,35.0,MIL,NBA,SF,10.0,0.0,12.6,1.9,5.0,0.38,0.1,0.3,0.33299999999999996,1.8,4.7,0.38299999999999995,0.39,1.8,2.6,0.6920000000000001,0.8,0.5,1.3,0.9,0.5,0.0,0.6,0.8,5.7
383,Adrian Dantley,1991-92,36.0,Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),,,,,,,,,,,,,,,,,,,,,,,,,
384,Bob Davies,1948-49,29.0,ROC,BAA,PG,60.0,,,5.3,14.5,0.364,,,,,,,,4.5,5.8,0.7759999999999999,,,,5.4,,,,3.3,15.1
385,Bob Davies,1949-50,30.0,ROC,NBA,PG,64.0,,,5.0,13.9,0.35700000000000004,,,,,,,,4.1,5.4,0.752,,,,4.6,,,,2.9,14.0
386,Bob Davies,1950-51,31.0,ROC,NBA,PG,63.0,,,5.2,13.9,0.37200000000000005,,,,,,,,4.8,6.0,0.795,,,3.1,4.6,,,,3.3,15.2
387,Bob Davies,1951-52,32.0,ROC,NBA,PG,65.0,,36.8,5.8,15.2,0.38299999999999995,,,,,,,,4.5,5.8,0.7759999999999999,,,2.9,6.0,,,,4.1,16.2
388,Bob Davies,1952-53,33.0,ROC,NBA,PG,66.0,,33.6,5.1,13.3,0.385,,,,,,,,5.3,7.1,0.753,,,3.0,4.2,,,,4.0,15.6
389,Bob Davies,1953-54,34.0,ROC,NBA,PG,72.0,,29.7,4.0,10.8,0.371,,,,,,,,4.3,6.0,0.718,,,2.7,4.5,,,,3.1,12.3
390,Bob Davies,1954-55,35.0,ROC,NBA,PG,72.0,,26.0,4.5,10.9,0.415,,,,,,,,3.1,4.1,0.7509999999999999,,,2.8,4.9,,,,3.1,12.1
391,Dave DeBusschere,1962-63,22.0,DET,NBA,SF,80.0,,29.4,5.1,11.8,0.43,,,,,,,,2.6,3.6,0.718,,,8.7,2.6,,,,3.1,12.7
392,Dave DeBusschere,1963-64,23.0,DET,NBA,SF,15.0,,20.3,3.5,8.9,0.391,,,,,,,,1.7,2.9,0.581,,,7.0,1.5,,,,2.1,8.6
393,Dave DeBusschere,1964-65,24.0,DET,NBA,PF,79.0,,35.1,6.4,15.1,0.425,,,,,,,,3.9,5.5,0.7,,,11.1,3.2,,,,3.1,16.7
394,Dave DeBusschere,1965-66,25.0,DET,NBA,SF,79.0,,34.1,6.6,16.3,0.408,,,,,,,,3.2,4.8,0.659,,,11.6,2.6,,,,3.2,16.4
395,Dave DeBusschere,1966-67,26.0,DET,NBA,SF,78.0,,37.1,6.8,16.4,0.415,,,,,,,,4.6,6.6,0.705,,,11.8,2.8,,,,3.8,18.2
396,Dave DeBusschere,1967-68,27.0,DET,NBA,SF,80.0,,39.1,7.2,16.2,0.442,,,,,,,,3.6,5.4,0.664,,,13.5,2.3,,,,3.8,17.9
397,Dave DeBusschere,1968-69,28.0,TOT,NBA,PF,76.0,,38.7,6.7,15.0,0.444,,,,,,,,3.0,4.3,0.698,,,11.7,2.5,,,,3.8,16.3
398,Dave DeBusschere,1968-69,28.0,DET,NBA,PF,29.0,,37.7,6.5,14.6,0.447,,,,,,,,3.2,4.5,0.723,,,12.2,2.2,,,,3.8,16.3
399,Dave DeBusschere,1968-69,28.0,NYK,NBA,PF,47.0,,39.4,6.7,15.3,0.442,,,,,,,,2.9,4.2,0.682,,,11.4,2.7,,,,3.8,16.4
400,Dave DeBusschere,1969-70,29.0,NYK,NBA,PF,79.0,,33.3,6.2,13.7,0.451,,,,,,,,2.2,3.2,0.688,,,10.0,2.5,,,,3.1,14.6
401,Dave DeBusschere,1970-71,30.0,NYK,NBA,PF,81.0,,35.7,6.5,15.3,0.42100000000000004,,,,,,,,2.7,3.9,0.696,,,11.1,2.7,,,,2.9,15.6
402,Dave DeBusschere,1971-72,31.0,NYK,NBA,PF,80.0,,38.4,6.5,15.2,0.42700000000000005,,,,,,,,2.4,3.3,0.728,,,11.3,3.6,,,,2.7,15.4
403,Dave DeBusschere,1972-73,32.0,NYK,NBA,PF,77.0,,36.7,6.9,15.9,0.435,,,,,,,,2.5,3.4,0.746,,,10.2,3.4,,,,2.8,16.3
404,Dave DeBusschere,1973-74,33.0,NYK,NBA,PF,71.0,,38.0,7.9,17.1,0.461,,,,,,,,2.3,3.1,0.7559999999999999,1.9,8.8,10.7,3.6,0.9,0.5,,3.1,18.1
405,Vlade Divac,1989-90,21.0,LAL,NBA,C,82.0,5.0,19.6,3.3,6.7,0.499,0.0,0.1,0.0,3.3,6.6,0.504,0.499,1.9,2.6,0.708,2.0,4.2,6.2,0.9,1.0,1.4,1.3,2.9,8.5
406,Vlade Divac,1990-91,22.0,LAL,NBA,C,82.0,81.0,28.2,4.4,7.8,0.565,0.1,0.2,0.35700000000000004,4.3,7.6,0.57,0.569,2.4,3.4,0.703,2.5,5.6,8.1,1.1,1.3,1.5,1.8,3.0,11.2
407,Vlade Divac,1991-92,23.0,LAL,NBA,C,36.0,18.0,27.2,4.4,8.8,0.495,0.1,0.5,0.263,4.2,8.3,0.51,0.503,2.4,3.1,0.768,2.4,4.4,6.9,1.7,1.5,1.0,2.4,3.2,11.3
408,Vlade Divac,1992-93,24.0,LAL,NBA,C,82.0,69.0,30.8,4.8,10.0,0.485,0.3,0.9,0.28,4.6,9.1,0.505,0.498,2.9,4.2,0.6890000000000001,2.7,6.2,8.9,2.8,1.6,1.7,2.6,3.8,12.8
409,Vlade Divac,1993-94,25.0,LAL,NBA,C,79.0,73.0,34.0,5.7,11.3,0.506,0.1,0.6,0.191,5.6,10.7,0.524,0.511,2.6,3.8,0.6859999999999999,3.6,7.2,10.8,3.9,1.2,1.4,2.4,3.6,14.2
410,Vlade Divac,1994-95,26.0,LAL,NBA,C,80.0,80.0,35.1,6.1,12.0,0.507,0.1,0.7,0.18899999999999997,5.9,11.3,0.525,0.512,3.7,4.8,0.777,3.3,7.1,10.4,4.1,1.4,2.2,2.6,3.8,16.0
411,Vlade Divac,1995-96,27.0,LAL,NBA,C,79.0,79.0,31.3,5.2,10.2,0.513,0.0,0.2,0.16699999999999998,5.2,10.0,0.521,0.515,2.4,3.7,0.6409999999999999,2.5,6.1,8.6,3.3,1.0,1.7,2.5,3.5,12.9
412,Vlade Divac,1996-97,28.0,CHH,NBA,C,81.0,80.0,35.1,5.2,10.5,0.494,0.1,0.6,0.23399999999999999,5.0,9.9,0.509,0.5,2.2,3.2,0.6829999999999999,3.0,6.0,9.0,3.7,1.3,2.2,2.4,3.4,12.6
413,Vlade Divac,1997-98,29.0,CHH,NBA,C,64.0,41.0,28.2,4.2,8.4,0.498,0.0,0.2,0.214,4.1,8.2,0.506,0.501,2.0,2.9,0.691,2.9,5.2,8.1,2.7,1.3,1.5,1.8,2.8,10.4
414,Vlade Divac,1998-99,30.0,SAC,NBA,C,50.0,50.0,35.2,5.2,11.1,0.47,0.2,0.9,0.256,5.0,10.3,0.488,0.48,3.6,5.1,0.7020000000000001,2.8,7.2,10.0,4.3,0.9,1.0,2.6,3.3,14.3
415,Vlade Divac,1999-00,31.0,SAC,NBA,C,82.0,81.0,29.0,4.7,9.3,0.503,0.1,0.3,0.26899999999999996,4.6,9.0,0.511,0.507,2.8,4.1,0.691,2.1,5.9,8.0,3.0,1.3,1.3,2.3,3.1,12.3
416,Vlade Divac,2000-01,32.0,SAC,NBA,C,81.0,81.0,29.9,4.5,9.3,0.48200000000000004,0.0,0.2,0.28600000000000003,4.4,9.1,0.486,0.485,3.0,4.3,0.691,2.6,5.8,8.3,2.9,1.1,1.1,2.4,3.0,12.0
417,Vlade Divac,2001-02,33.0,SAC,NBA,C,80.0,80.0,30.3,4.2,9.0,0.47200000000000003,0.0,0.2,0.231,4.2,8.8,0.47700000000000004,0.474,2.6,4.3,0.615,2.6,5.8,8.4,3.7,1.0,1.2,2.0,2.9,11.1
418,Vlade Divac,2002-03,34.0,SAC,NBA,C,80.0,80.0,29.8,3.8,8.2,0.466,0.1,0.3,0.24,3.7,7.9,0.475,0.47,2.2,3.1,0.713,2.0,5.2,7.2,3.4,1.0,1.3,1.9,3.0,9.9
419,Vlade Divac,2003-04,35.0,SAC,NBA,C,81.0,81.0,28.6,3.9,8.2,0.47,0.0,0.2,0.154,3.9,8.1,0.47600000000000003,0.47200000000000003,2.1,3.2,0.654,1.7,4.0,5.7,5.3,0.7,1.0,2.1,2.7,9.9
420,Vlade Divac,2004-05,36.0,LAL,NBA,C,15.0,0.0,8.7,0.9,2.1,0.419,0.0,0.0,,0.9,2.1,0.419,0.419,0.5,0.8,0.667,1.2,0.9,2.1,1.3,0.3,0.1,0.9,1.7,2.3
421,Clyde Drexler,1983-84,21.0,POR,NBA,SG,82.0,3.0,17.2,3.1,6.8,0.451,0.0,0.0,0.25,3.1,6.8,0.452,0.452,1.5,2.1,0.728,1.4,1.5,2.9,1.9,1.3,0.4,1.5,2.5,7.7
422,Clyde Drexler,1984-85,22.0,POR,NBA,SG,80.0,43.0,31.9,7.2,14.5,0.494,0.1,0.5,0.21600000000000003,7.1,14.1,0.503,0.49700000000000005,2.8,3.7,0.759,2.7,3.2,6.0,5.5,2.2,0.9,2.8,3.3,17.2
423,Clyde Drexler,1985-86,23.0,POR,NBA,SG,75.0,58.0,34.3,7.2,15.2,0.475,0.2,0.8,0.2,7.1,14.4,0.49,0.48,3.9,5.1,0.769,2.3,3.3,5.6,8.0,2.6,0.6,3.8,3.6,18.5
424,Clyde Drexler,1986-87,24.0,POR,NBA,SG,82.0,82.0,38.0,8.6,17.2,0.502,0.1,0.6,0.23399999999999999,8.5,16.6,0.511,0.506,4.4,5.7,0.76,2.8,3.5,6.3,6.9,2.5,0.9,3.1,3.4,21.7
425,Clyde Drexler,1987-88,25.0,POR,NBA,SG,81.0,80.0,37.8,10.5,20.7,0.506,0.1,0.6,0.212,10.3,20.1,0.515,0.509,5.9,7.2,0.8109999999999999,3.2,3.4,6.6,5.8,2.5,0.6,2.9,3.1,27.0
426,Clyde Drexler,1988-89,26.0,POR,NBA,SG,78.0,78.0,39.3,10.6,21.4,0.496,0.3,1.3,0.26,10.3,20.1,0.511,0.504,5.6,7.0,0.799,3.7,4.2,7.9,5.8,2.7,0.7,3.2,3.4,27.2
427,Clyde Drexler,1989-90,27.0,POR,NBA,SG,73.0,73.0,36.8,9.2,18.6,0.494,0.4,1.5,0.28300000000000003,8.8,17.1,0.512,0.505,4.6,5.9,0.774,2.8,4.1,6.9,5.9,2.0,0.7,2.6,3.0,23.3
428,Clyde Drexler,1990-91,28.0,POR,NBA,SG,82.0,82.0,34.8,7.9,16.3,0.48200000000000004,0.7,2.3,0.319,7.1,14.0,0.509,0.505,5.1,6.4,0.794,2.6,4.1,6.7,6.0,1.8,0.7,2.8,2.8,21.5
429,Clyde Drexler,1991-92,29.0,POR,NBA,SG,76.0,76.0,36.2,9.1,19.4,0.47,1.5,4.4,0.337,7.6,15.0,0.51,0.509,5.3,6.6,0.794,2.2,4.4,6.6,6.7,1.8,0.9,3.2,3.0,25.0
430,Clyde Drexler,1992-93,30.0,POR,NBA,SG,49.0,49.0,34.1,7.1,16.7,0.429,0.6,2.7,0.233,6.5,13.9,0.467,0.44799999999999995,5.0,6.0,0.8390000000000001,2.6,3.7,6.3,5.7,1.9,0.8,2.3,3.2,19.9
431,Clyde Drexler,1993-94,31.0,POR,NBA,SG,68.0,68.0,34.3,7.0,16.3,0.428,1.0,3.2,0.324,5.9,13.0,0.45399999999999996,0.46,4.2,5.4,0.777,2.3,4.3,6.5,4.9,1.4,0.5,2.5,3.0,19.2
